word,image,emoji,fit
assembly,,🏭️,2
assemblyman,,🏛️,1
assemblywoman,,🏛️,1
assent,,👍️,1
assert,,🗣️,1
assertion,,🗣️,1
assertive,,💪,2
assess,,📊,2
assessment,,📊,2
asset,,💰️,2
assiduous,,📌,1
assign,,📝,2
assignation,,📅,1
assignment,,📝,3
assimilate,,🔄,1
assimilation,,🔄,1
assist,,🤝,2
assistance,,🤝,2
assistant,,🙋,2
associate,,🤝,2
association,,🤝,2
associative,,🔗,1
assort,,🗂️,1
assorted,,🗂️,2
assortment,,🍬,2
assuage,,🤲,1
assume,,🤔,2
assumption,,🤔,2
assurance,,🤝,1
assure,,🤝,1
assured,,😌,1
aster,,🌼,2
asterisk,,✳️,3
astern,,⛵️,1
asteroid,,☄️,3
asthma,,🫁,2
asthmatic,,🫁,1
astigmatic,,👓️,1
astigmatism,,👓️,1
astir,,🏃,1
astonish,,😲,2
astonishment,,😲,2
astound,,😲,2
astrakhan,,🐑,1
astral,,✨️,1
astray,,🚧,1
astride,,🐎,1
astringency,,🍋,1
astringent,,🍋,1
astrologer,,🔮,2
astrological,,🔮,1
astrology,,🔮,3
astronaut,,🚀,2
astronautics,,🚀,2
astronomer,,🔭,3
astronomic,,🔭,1
astronomical,,🔭,2
astronomy,,🔭,3
astrophysicist,,🔭,2
astrophysics,,🔭,2
astute,,🧠,2
asunder,,💔,1
asylum,,🏥,2
asymmetric,,📐,1
asymmetrical,,📐,1
asymmetry,,📐,1
at,,📍,1
ate,,🍽️,2
atheism,,🚫,1
atheist,,🚫,1
atheistic,,🚫,1
athlete,,🏃,3
athletic,,🏃,2
athletics,,🏅,2
atlas,,🗺️,3
atmosphere,,🌍️,3
atmospheric,,🌫️,2
atoll,,🏝️,3
atom,,⚛️,3
atomic,,⚛️,3
atomizer,,🧴,1
atonal,,🎵,1
atonality,,🎵,1
atone,,🙏,1
atonement,,🙏,1
atop,,⬆️,1
atria,,❤️,1
atrium,,❤️,2
atrocious,,😨,1
atrocity,,😨,1
atrophy,,📉,1
attach,,📎,3
attache,,💼,2
attachment,,📎,2
attack,,⚔️,3
attain,,🎯,1
attainable,,🎯,1
attainment,,🏆️,1
attar,,🌹,1
attempt,,🎯,2
attend,,🙋,2
attendance,,📋️,1
attendant,,🙋,2
attention,,👀,2
attentive,,👀,1
attenuate,,📉,1
attenuation,,📉,1
attest,,✅️,1
attic,,🏠️,3
attire,,👗,2
attitude,,🙎,2
attorney,,⚖️,3
attract,,🧲,2
attraction,,🎡,2
attractive,,😍,2
attributable,,🔗,1
attribute,,🏷️,2
attribution,,🏷️,1
attributive,,🏷️,1
attrition,,📉,1
attune,,🎵,1
atypical,,❗️,1
auburn,,🟤,2
auction,,🔨,3
auctioneer,,🔨,2
audacious,,😲,1
audacity,,😲,1
audibility,,👂️,1
audible,,👂️,2
audience,,👥,3
audio,,🔊,3
audiophile,,🎧️,2
audit,,📊,2
audition,,🎭️,2
auditor,,📊,1
auditorium,,🎭️,2
auditory,,👂️,2
auger,,🔩,1
aught,,0️⃣,1
augment,,➕️,1
augmentation,,➕️,1
augur,,🔮,1
augury,,🔮,1
august,,📅,1
auk,,🐧,2
aunt,,👩,3
aura,,✨️,2
aural,,👂️,1
aureole,,😇,1
auricle,,👂️,1
auspices,,🙏,1
auspicious,,🍀,1
austere,,🏚️,1
austerity,,💰️,1
authentic,,✅️,2
authenticate,,✅️,1
authentication,,🔐,1
authenticity,,✅️,1
author,,✍️,3
authoritarian,,👮,1
authoritative,,👮,1
authority,,👮,2
authorization,,✅️,1
authorize,,✅️,1
authorship,,✍️,2
autism,,🧩,2
autistic,,🧩,2
auto,,🚗,3
autobiography,,📖,2
autocracy,,👑,1
autocrat,,👑,2
autocratic,,👑,1
autograph,,✍️,3
automate,,🤖,2
automatic,,🤖,2
automation,,🤖,2
automaton,,🤖,3
automobile,,🚗,3
automotive,,🚗,2
autonomous,,🤖,2
autonomy,,🕊️,1
autopilot,,✈️,2
autopsy,,🔪,2
autumn,,🍂,3
autumnal,,🍂,2
auxiliary,,🔧,1
avail,,🤲,1
availability,,✅️,1
available,,✅️,2
avalanche,,🏔️,3
avarice,,💰️,1
avaricious,,💰️,1
avatar,,👤,2
avenge,,⚔️,1
avenue,,🛣️,2
aver,,🗣️,1
average,,➗️,2
averse,,🚫,1
aversion,,🚫,1
avert,,✋️,1
avian,,🐦️,2
aviary,,🐦️,2
aviation,,✈️,3
aviator,,✈️,3
avid,,🔥,1
avidity,,🔥,1
avionics,,✈️,2
avocado,,🥑,3
avocation,,🎨,1
avoid,,🚫,2
avoidable,,🚫,1
avoidance,,🚫,1
avoirdupois,,⚖️,1
avow,,🗣️,1
avowal,,🗣️,1
avowed,,🗣️,1
avuncular,,👨,1
await,,⏳️,2
awake,,😳,3
awaken,,😳,2
awakening,,😳,2
award,,🏆️,3
aware,,👁️,2
awash,,🌊,1
away,,🚶,1
awe,,😮,2
aweigh,,⚓️,1
awesome,,😎,2
awful,,😖,2
awfully,,😖,1
awhile,,⏳️,1
awkward,,😬,3
awl,,🔧,1
awning,,⛱️,2
awoke,,😳,2
awoken,,😳,1
awry,,📐,1
ax,,🪓,3
axe,,🪓,3
axes,,🪓,2
axial,,🔩,1
axiom,,📐,1
axiomatic,,📐,1
axis,,📊,2
axle,,🔩,2
axon,,🧠,2
ayatollah,,🕌,1
aye,,👍️,1
azalea,,🌺,3
azimuth,,🧭,1
azure,,🔵,3
baa,,🐑,2
babble,,🗣️,2
babe,,👶,2
babel,,🗼,1
baboon,,🐒,3
babushka,,🧣,2
baby,,👶,3
babyhood,,👶,2
babyish,,👶,2
baccalaureate,,🎓️,2
bacchanalian,,🍷,2
bachelor,,🤵,2
bacilli,,🦠,2
bacillus,,🦠,2
back,,⬅️,2
backer,,💰️,2
backgammon,,🎲,3
backwards,,⬅️,2
bacon,,🥓,3
bacteria,,🦠,3
bacterial,,🦠,2
bacteriological,,🦠,1
bacteriologist,,🦠,1
bacteriology,,🦠,1
bacterium,,🦠,3
bad,,👎️,2
bade,,🗣️,1
badge,,🎖️,3
badger,,🦡,3
badlands,,🏜️,2
badly,,👎️,1
badminton,,🏸,3
baffle,,😕,2
bafflement,,😕,2
baffling,,😕,2
bag,,👜,3
bagel,,🥯,3
baggage,,🧳,3
baggy,,👖,2
bagpipes,,🎶,2
bah,,😒,1
bail,,⚖️,2
bailiff,,⚖️,2
bailiwick,,🗺️,1
bait,,🪱,2
baize,,🟢,1
bake,,🍞,3
baker,,🍞,2
bakery,,🥐,3
balalaika,,🎸,2
balance,,⚖️,3
balcony,,🏠️,2
bald,,🦲,2
balderdash,,🤷,1
balding,,🦲,1
bale,,🌾,2
baleful,,😠,2
balk,,🚫,2
balky,,🚫,1
ball,,⚽️,3
ballad,,🎵,2
ballast,,⚓️,2
ballerina,,🩰,3
ballet,,🩰,3
ballistic,,🚀,2
ballistics,,🎯,1
balloon,,🎈,3
balloonist,,🎈,2
ballot,,🗳️,3
balls,,⚽️,2
ballsy,,💪,1
ballyhoo,,📢,1
balm,,🧴,2
balmy,,🌤️,2
baloney,,🥩,2
balsa,,🪵,1
balsam,,🌿,1
baluster,,🏛️,1
balustrade,,🏛️,1
bamboo,,🎍,3
bamboozle,,🤥,2
ban,,🚫,3
banal,,😐️,1
banality,,😐️,1
banana,,🍌,3
band,,🎸,2
bandage,,🩹,3
bandana,,🧕,2
bandanna,,🧕,2
bandit,,🦹,2
bandoleer,,🔫,1
bandolier,,🔫,1
bandy,,🦵,1
bane,,☠️,2
baneful,,☠️,1
bang,,💥,3
bangle,,📿,2
bangs,,💇,2
banish,,🚪,2
banishment,,🚪,1
banister,,🪜,1
banjo,,🪕,3
bank,,🏦,3
banker,,🏦,2
banking,,🏦,2
bankrupt,,💸,2
bankruptcy,,💸,2
banner,,🚩,2
banns,,💍,1
banquet,,🍽️,3
banshee,,👻,2
bantam,,🐔,1
banter,,💬,2
banyan,,🌳,1
baobab,,🌳,2
baptism,,⛪️,2
baptismal,,⛪️,1
baptize,,⛪️,2
bar,,🍺,2
barb,,🎣,1
barbarian,,⚔️,2
barbaric,,⚔️,1
barbarism,,⚔️,1
barbarity,,⚔️,1
barbarous,,⚔️,1
barbecue,,🍖,3
barber,,💈,3
barbiturate,,💊,2
bard,,🎼,2
bare,,🚫,1
barely,,🤏,1
barf,,🤮,3
bargain,,🏷️,2
barge,,🛳️,2
baritone,,🎤,1
barium,,⚗️,1
bark,,🐕️,2
barker,,📢,1
barley,,🌾,2
barn,,🏚️,3
barnacle,,🦪,2
barometer,,🌡️,2
barometric,,🌡️,1
baron,,🤵,2
baroness,,👑,2
baronet,,👑,1
baronial,,🏰,1
baroque,,🎼,1
barracks,,🏢,2
barracuda,,🐟️,3
barrage,,💥,1
barrel,,🛢️,3
barren,,🏜️,2
barrette,,📎,2
barricade,,🚧,2
barrier,,🚧,3
barring,,🚫,1
barrio,,🏘️,1
barrister,,⚖️,2
barrow,,🛒,1
barter,,🔄,2
basal,,🌱,1
basalt,,🪨,1
base,,🏠️,2
baseman,,⚾️,2
basement,,🏚️,3
bases,,🏠️,1
bash,,🎉,2
bashful,,😳,2
basic,,📗,1
basil,,🌿,3
basilica,,⛪️,2
basin,,🚰,2
basis,,🧱,1
bask,,☀️,2
basket,,🧺,3
bass,,🎸,2
bassinet,,🛏️,2
bassist,,🎸,2
bassoon,,🎶,2
bastard,,😠,1
bastardize,,🚫,1
baste,,🍳,1
bastion,,🏰,2
bat,,🦇,3
batch,,📦️,2
bated,,😬,1
bath,,🛁,3
bathe,,🛁,3
bathos,,😢,1
batik,,🎨,1
baton,,🥖,2
battalion,,⚔️,2
batten,,🔧,1
batter,,🍳,2
battery,,🔋,3
battle,,⚔️,3
battlement,,🏰,2
batty,,🦇,1
bauble,,💎,2
baud,,📡,1
bauxite,,🪨,1
bawdy,,😏,1
bawl,,😭,3
bay,,🌊,2
bayonet,,🔪,2
bayou,,🌊,2
bazaar,,🛍️,2
bazooka,,🚀,3
be,,🌟,1
beach,,🏖️,3
beachcomber,,🏖️,1
beacon,,🚨,2
bead,,📿,2
beady,,👀,1
beagle,,🐶,3
beak,,🦜,3
beaker,,🧪,2
beam,,☀️,2
bean,,🫘,3
bear,,🐻,3
bearable,,👍️,1
beard,,🧔,3
bearer,,🤲,1
bearing,,🧭,1
bearish,,📉,2
beast,,🐾,2
beastly,,🐾,1
beat,,🥁,2
beaten,,😩,1
beater,,🥄,1
beatific,,😇,1
beatification,,😇,1
beatify,,😇,1
beating,,🥊,2
beatitude,,😇,1
beatnik,,🎸,1
beau,,💑,2
beauteous,,😍,1
beautician,,💄,2
beautification,,💄,1
beautiful,,😍,2
beautify,,💄,1
beauty,,💄,2
beaux,,💑,1
beaver,,🦫,3
bebop,,🎷,1
became,,🔄,1
because,,➡️,1
beck,,👋,1
beckon,,👋,2
become,,🔄,1
becoming,,😊,1
becomingly,,😊,1
bed,,🛏️,3
bedding,,🛏️,2
bedeck,,✨️,1
bedevil,,😈,1
bedevilment,,😈,1
bedlam,,🌀,2
bedraggled,,😩,1
bee,,🐝,3
beech,,🌳,2
beef,,🥩,3
beefy,,💪,2
been,,✅️,1
beep,,🔊,2
beeper,,📟️,3
beer,,🍺,3
beeswax,,🕯️,1
beet,,🥕,2
beetle,,🪲,3
beeves,,🐄,1
befall,,⚠️,1
befallen,,⚠️,1
befell,,⚠️,1
befit,,👍️,1
before,,⏪️,2
befoul,,🤢,1
befriend,,🤝,2
befuddle,,😵,2
befuddled,,😵,2
beg,,🙏,3
began,,🎬️,1
beget,,👶,1
beggar,,🥺,2
beggarly,,🥺,1
begin,,🎬️,2
beginner,,🔰,3
beginning,,🎬️,2
begone,,👉️,1
begonia,,🌸,2
begot,,👶,1
begotten,,👶,1
begrudge,,😒,1
beguile,,😏,1
beguilingly,,😏,1
begun,,🎬️,1
behalf,,🤝,1
behave,,👍️,2
behavior,,🎭️,2
behavioral,,🎭️,1
behead,,🔪,2
beheld,,👁️,1
behemoth,,🦣,2
behest,,📜,1
behind,,🍑,2
behold,,👀,2
beholden,,🙏,1
behoove,,👍️,1
beige,,🟤,2
being,,🧍,1
belabor,,🔁,1
belated,,⏰️,1
belay,,🧗,1
belch,,🤮,2
beleaguer,,😩,1
belfry,,🔔,2
belie,,🤥,1
belief,,🙏,2
believable,,👍️,1
believe,,🙏,2
belittle,,👎️,1
bell,,🔔,3
belladonna,,🌿,1
belle,,👸,2
bellicose,,⚔️,1
bellicosity,,⚔️,1
belligerence,,⚔️,1
belligerency,,⚔️,1
belligerent,,⚔️,2
belligerently,,⚔️,1
bellow,,📣,2
bellows,,🔥,2
bellwether,,🐑,1
belly,,🤰,2
bellyful,,🍽️,1
belong,,📌,1
belongings,,🧳,2
beloved,,❤️,2
below,,⬇️,2
belt,,👖,3
bemoan,,😩,1
bench,,🪑,3
bend,,➰️,2
beneath,,⬇️,2
benediction,,🙏,1
benefaction,,🎁,1
benefactor,,🎁,2
benefactress,,🎁,1
beneficence,,🎁,1
beneficent,,🎁,1
beneficial,,👍️,2
beneficiary,,🎁,1
benefit,,👍️,2
benevolence,,😇,1
benevolent,,😇,2
benighted,,🌑,1
benign,,👍️,2
bent,,➰️,2
benzene,,⚗️,1
bequeath,,📜,1
bequest,,🎁,1
berate,,😠,2
bereave,,😢,1
bereavement,,😢,2
bereft,,😢,1
beret,,🧢,3
berg,,🧊,1
beriberi,,🤒,1
berm,,⛰️,1
berry,,🫐,3
berserk,,😡,2
berth,,🛏️,1
beryl,,💎,1
beryllium,,⚗️,1
beseech,,🙏,2
beset,,⚠️,1
beside,,➡️,1
besides,,➕️,1
besiege,,⚔️,2
besmirch,,🤥,1
besotted,,😍,1
besought,,🙏,1
bespeak,,🗣️,1
bespoke,,🧵,1
bespoken,,🧵,1
best,,🏆️,2
bestial,,🐾,1
bestiality,,🐾,1
bestir,,🏃,1
bestow,,🎁,2
bestowal,,🎁,1
bestridden,,🚶,1
bestride,,🚶,1
bestrode,,🚶,1
bestseller,,📚️,2
bet,,🎰,2
beta,,🧪,1
betake,,🚶,1
betoken,,🔮,1
betray,,🗡️,2
betrayal,,🗡️,2
betroth,,💍,1
betrothal,,💍,2
betrothed,,💍,2
better,,👍️,2
betterment,,📈,1
bettor,,🎰,2
between,,↔️,2
betwixt,,↔️,1
bevel,,📐,1
beverage,,🥤,3
bevy,,👥,1
bewail,,😭,1
beware,,⚠️,2
bewilder,,😵,2
bewildered,,😵,2
bewildering,,😵,2
bewilderment,,😵,2
bewitch,,🧙,2
beyond,,➡️,1
biannual,,📅,1
bias,,⚖️,2
biathlon,,🎿,2
bib,,👶,3
bible,,📖,3
biblical,,📖,2
bibliographic,,📚️,1
bibliographical,,📚️,1
bibliography,,📚️,2
bibliophile,,📚️,2
bicameral,,🏛️,1
bicentennial,,🎉,1
biceps,,💪,3
bicker,,🗣️,2
bicuspid,,🦷,2
bicycle,,🚲️,3
bicyclist,,🚴,3
bid,,🖐️,2
bidden,,🖐️,1
bidding,,🖐️,2
bide,,⏳️,1
bidet,,🚽,2
biennial,,📅,1
bier,,⚰️,2
bifocal,,👓️,2
bifocals,,👓️,3
bifurcate,,🔱,1
bifurcation,,🔱,1
big,,🐘,2
bigamist,,💍,1
bigamous,,💍,1
bigamy,,💍,1
bight,,🌊,1
bigot,,😠,2
bigotry,,😠,1
bike,,🚲️,3
biker,,🏍️,3
bikini,,👙,3
bilateral,,↔️,1
bile,,🤢,2
bilge,,🚢,1
bilingual,,🗣️,2
bilious,,🤢,1
bilk,,🤥,1
bill,,🧾,3
billet,,🏠️,1
billiards,,🎱,3
billing,,🧾,2
billion,,💰️,2
billionaire,,💰️,3
billionth,,🔢,1
billow,,💨,2
billowy,,💨,1
billy,,🐐,1
bimbo,,💁,1
bimonthly,,📅,1
bin,,🗑️,3
binary,,🔢,2
bind,,🔗,2
binder,,📒,3
bindery,,📚️,1
binding,,🔗,2
binge,,🍕,2
bingo,,🎱,3
binnacle,,🧭,1
binocular,,🔭,1
binoculars,,🔭,3
binomial,,🔢,1
biochemical,,⚗️,1
biochemist,,⚗️,2
biochemistry,,⚗️,2
biodegradable,,♻️,2
biodiversity,,🌿,2
biographer,,✍️,2
biographical,,📖,1
biography,,📖,3
biological,,🧬,2
biologist,,🔬,2
biology,,🧬,3
bionic,,🦾,2
biophysics,,⚛️,1
biopsy,,🧪,2
biorhythm,,📈,1
biosphere,,🌍️,2
biotechnology,,🧬,2
bipartisan,,🤝,1
bipartite,,➗️,1
biped,,🚶,1
biplane,,✈️,2
biracial,,🌍️,1
birch,,🌳,2
bird,,🐦️,3
birdie,,🐦️,2
birth,,👶,3
biscuit,,🍪,3
bisect,,✂️,1
bisection,,➗️,1
bisexual,,♾️,1
bisexuality,,♾️,1
bishop,,♟️,2
bishopric,,⛪️,1
bismuth,,⚗️,1
bison,,🦬,3
bisque,,🍲,2
bistro,,🍽️,2
bit,,🔢,1
bitch,,🐕️,1
bitchy,,😒,1
bite,,🍴,2
biting,,🦷,2
bitten,,🦷,2
bitter,,😖,2
bittern,,🐦️,1
bitumen,,🛢️,1
bivalve,,🦪,2
bivouac,,⛺️,2
biweekly,,📅,1
bizarre,,🤪,2
blab,,🗣️,2
black,,⬛️,3
blacken,,⬛️,2
blackish,,⬛️,1
bladder,,🫧,1
blade,,🗡️,3
blah,,😑,1
blame,,👉️,2
blameless,,😇,1
blanch,,🍳,1
bland,,😐️,2
blandishment,,🗣️,1
blank,,⬜️,2
blanket,,🛌,3
blare,,🔊,2
blarney,,🗣️,1
blase,,😑,1
blaspheme,,🗣️,1
blasphemous,,🗣️,1
blasphemy,,🗣️,1
blast,,💥,3
blatant,,‼️,1
blaze,,🔥,3
blazer,,🧥,3
blazon,,🛡️,1
bleach,,🧴,2
bleachers,,🏟️,2
bleak,,🌫️,2
bleary,,😴,1
bleat,,🐑,2
bled,,🩸,1
bleed,,🩸,3
bleeder,,🩸,1
bleep,,🔊,1
blemish,,😣,2
blench,,😨,1
blend,,🌀,2
blender,,🧃,3
bless,,🙏,2
blessed,,🙏,2
blessing,,🙏,2
blew,,💨,1
blight,,🥀,2
blimp,,🎈,3
blind,,🦯,2
blink,,👁️,2
blinker,,🚨,2
blintz,,🥞,2
blip,,📡,1
bliss,,😌,2
blissful,,😌,2
blister,,🫧,2
blithe,,😊,1
blitz,,⚡️,2
blizzard,,🌨️,3
bloat,,🎈,1
bloated,,🎈,2
blob,,🫧,1
bloc,,🤝,1
block,,🧱,3
blockade,,🚧,2
blockage,,🚫,2
blond,,👱,2
blonde,,💇,1
blood,,🩸,3
bloodless,,👻,1
bloody,,🩸,2
bloom,,🌸,3
bloomers,,🩲,1
blooming,,🌸,2
blooper,,😅,1
blossom,,🌸,3
blot,,🖋️,2
blotch,,🔴,1
blotchy,,🔴,1
blotter,,📄,1
blouse,,👚,3
blow,,💨,2
blown,,💨,1
blowsy,,💨,1
blowzy,,💨,1
blubber,,😭,2
bludgeon,,🏏,2
blue,,🔵,3
blues,,🎷,2
bluff,,⛰️,2
bluing,,🔵,1
bluish,,🔵,1
blunder,,🤦,2
blunderbuss,,🔫,1
blunt,,🚬,2
blur,,💫,2
blurb,,📝,1
blurry,,🌫️,2
blurt,,💬,2
blush,,😊,3
blusher,,💄,2
bluster,,💨,1
blustery,,💨,2
boa,,🐍,3
boar,,🐗,3
board,,🛹,2
boarder,,🏠️,1
boast,,😤,2
boastful,,😤,1
boat,,🛥️,3
boater,,🎩,1
bob,,✂️,1
bobbin,,🧵,2
bobble,,🎾,1
bobby,,👮,1
bode,,🔮,1
bodice,,👗,1
bodily,,🧍,1
bodkin,,🪡,1
body,,🧍,3
bog,,🪵,2
bogey,,👻,1
bogeyman,,👻,2
boggle,,😵,1
boggy,,🪵,1
bogie,,👻,1
bogus,,🚫,2
bogy,,👻,1
bohemian,,🎨,1
boil,,🍳,2
boiler,,🔥,2
boisterous,,😄,1
bold,,🅱️,2
bole,,🌳,1
bolero,,💃,1
boll,,🌱,1
bologna,,🥓,1
bolster,,➕️,1
bolt,,⚡️,3
bomb,,💣️,3
bombard,,💣️,2
bombardier,,✈️,1
bombardment,,💥,2
bombast,,🗣️,1
bombastic,,🗣️,1
bomber,,✈️,2
bonanza,,💰️,2
bonbon,,🍬,2
bond,,🔗,2
bondage,,⛓️,2
bone,,🦴,3
boner,,🦴,1
bonfire,,🔥,3
bongo,,🥁,3
bonnet,,👒,3
bonny,,😊,1
bonsai,,🌳,3
bonus,,🎁,2
bony,,🦴,2
boo,,👻,2
boob,,🤦,1
booby,,🦶,1
boogie,,🕺,2
book,,📖,3
bookie,,🎰,2
booking,,📅,2
bookish,,🤓,2
booklet,,📕,2
boom,,💥,3
boomerang,,🪃,3
boon,,🎁,2
boondocks,,🌲,1
boondoggle,,🤦,1
boor,,😤,1
boorish,,😤,1
boost,,🚀,2
booster,,💉,2
boot,,👢,3
bootee,,👢,2
booth,,🛖,2
bootie,,👢,2
booty,,💰️,2
booze,,🍾,2
bop,,🥊,1
borax,,🧴,1
border,,🗺️,2
bore,,😴,2
boredom,,😴,2
boring,,😴,2
born,,👶,2
borne,,🚶,1
boron,,⚗️,1
borough,,🏙️,2
borrow,,🤲,2
borscht,,🍲,2
bosh,,🤷,1
bosom,,🫂,1
boss,,👔,2
bossy,,👔,1
bosun,,⚓️,1
botanical,,🌿,2
botanist,,🌿,2
botany,,🌿,2
botch,,🤦,1
both,,➕️,1
bother,,😣,2
bothersome,,😣,1
bottle,,🍾,3
bottom,,🔽,2
botulism,,🦠,1
boudoir,,🛏️,1
bouffant,,💇,1
bough,,🌳,2
bought,,🛍️,1
bouillabaisse,,🍲,2
bouillon,,🍲,2
boulder,,🪨,3
boulevard,,🛣️,2
bounce,,🏀,2
bouncer,,💪,2
bouncing,,🏀,2
bouncy,,🏀,2
bound,,🔗,1
boundary,,🚧,2
boundless,,♾️,2
bounds,,🚧,2
bounteous,,🎁,2
bountiful,,🎁,2
bounty,,🎁,2
bouquet,,💐,3
bourbon,,🥃,3
bourgeois,,🎩,1
bourgeoisie,,🎩,1
bout,,🥊,2
boutique,,👗,2
boutonniere,,🌸,2
bovine,,🐄,3
bow,,🎀,2
bowdlerize,,✂️,1
bowel,,🫃,1
bower,,🌳,1
bowl,,🥣,3
bowler,,🎳,2
bowling,,🎳,3
bowman,,🏹,3
bowsprit,,⛵️,1
box,,📦️,3
boxer,,🥊,3
boxing,,🥊,3
boy,,👦,3
boycott,,🚫,2
boyhood,,👦,2
boyish,,👦,1
bozo,,🤡,2
bra,,👙,2
brace,,🦴,1
bracelet,,📿,3
bracing,,❄️,1
bracken,,🌿,1
bracket,,🗜️,1
brackish,,💧,1
bract,,🌿,1
brad,,📌,1
brag,,🗣️,2
braggart,,🗣️,1
braid,,💇,2
braille,,🔡,1
brain,,🧠,3
brainless,,🧠,1
brainy,,🧠,2
braise,,🍲,2
brake,,🛑,3
brakeman,,🚂,1
bramble,,🌿,1
bran,,🌾,1
branch,,🌿,3
brand,,🏷️,2
brandish,,🗡️,2
brandy,,🥃,2
brash,,😤,1
brass,,🎺,2
brassiere,,👙,2
brassy,,🎺,1
brat,,😝,2
bratty,,😝,1
bravado,,😤,1
brave,,🦁,2
bravery,,🦁,2
bravo,,👏,2
bravura,,🎭️,1
brawl,,🥊,2
brawn,,💪,2
brawny,,💪,2
bray,,🐴,2
brazen,,😤,1
brazier,,🔥,2
breach,,🚨,1
bread,,🍞,3
breadth,,📏,1
break,,💔,2
breakable,,🥚,1
breakage,,💥,1
breaker,,🌊,1
breast,,🍗,1
breath,,💨,2
breathable,,💨,1
breathe,,💨,2
breather,,💨,1
breathless,,💨,2
bred,,👶,1
breech,,👖,1
breeches,,👖,2
breed,,🐕️,2
breeding,,🐕️,1
breeze,,🍃,3
breezy,,🍃,2
brethren,,🙏,1
breviary,,📖,1
brevity,,⏱️,1
brew,,☕️,2
brewery,,🍺,2
briar,,🌿,1
bribe,,💰️,2
bribery,,💰️,2
brick,,🧱,3
bridal,,👰,2
bride,,👰,3
bridge,,🌉,3
bridle,,🐴,2
brief,,📄,1
briefing,,📋️,2
briefs,,🩲,2
brier,,🌿,1
brig,,🚢,1
brigade,,🚒,1
brigand,,☠️,1
brigantine,,⛵️,1
bright,,✨️,2
brighten,,✨️,2
brilliance,,✨️,2
brilliant,,✨️,2
brim,,🎩,1
brimful,,🥤,1
brimstone,,🔥,1
brindled,,🐕️,1
brine,,🧂,1
bring,,🤲,1
brink,,⏳️,1
brinkmanship,,⚖️,1
briny,,🧂,1
briquette,,🔥,1
brisk,,🏃,1
brisket,,🥩,2
bristle,,🪥,1
bristly,,🪥,1
britches,,👖,1
brittle,,💔,1
broach,,🗣️,1
broad,,📏,1
broaden,,📏,1
brocade,,🧵,1
broccoli,,🥦,3
brochure,,📄,2
brogan,,👞,1
brogue,,👞,1
broil,,🍳,2
broiler,,🍳,1
broke,,💸,2
broken,,💔,3
broker,,💼,2
brokerage,,💼,1
bromide,,🧪,1
bromine,,🧪,1
bronchi,,🫁,1
bronchial,,🫁,1
bronchitis,,🫁,2
bronchus,,🫁,1
bronco,,🐴,2
brontosaurus,,🦕,3
bronze,,🥉,3
brooch,,📌,2
brood,,🐣,2
brooder,,🐔,1
brook,,🏞️,2
broom,,🧹,3
broth,,🍲,2
brothel,,🏚️,1
brother,,👬,3
brotherhood,,👬,2
brotherly,,👬,1
brought,,🤲,1
brouhaha,,😵,1
brow,,👁️,1
brown,,🟤,3
brownie,,🍫,3
brownish,,🟤,1
browse,,🔍️,2
brr,,🥶,2
bruin,,🐻,2
bruise,,🤕,3
bruiser,,🥊,1
brunch,,🥞,2
brunet,,👨,1
brunette,,👩,2
brunt,,💥,1
brush,,🖌️,3
brusque,,😤,1
brutal,,😡,2
brutality,,😡,1
brutalize,,😡,1
brute,,👹,2
brutish,,👹,1
bubble,,🫧,3
bubbly,,🍾,2
buccaneer,,☠️,2
buck,,🦌,2
bucket,,🪣,3
bucketful,,🪣,1
buckle,,🔧,1
buckler,,🛡️,1
bucolic,,🌾,1
bud,,🌱,2
buddy,,🤝,1
budge,,➡️,1
budgerigar,,🐦️,2
budget,,💰️,2
budgetary,,💰️,1
budgie,,🐦️,2
buff,,💪,1
buffalo,,🐃,3
buffer,,🛡️,1
buffet,,🍽️,3
buffoon,,🤡,2
buffoonery,,🤡,1
bug,,🐛,3
bugaboo,,👻,1
buggy,,🚙,2
bugle,,🎺,3
build,,🏗️,2
builder,,👷,2
building,,🏢,3
built,,🏗️,1
bulb,,💡,3
